peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
70.11,1.72,V,51,0,8,5,1,3,0,N,3,4,3
44.37,1.57,M,24,0,0,3,1,0,9,N,2,3,2
87.07,1.83,V,30,0,0,2,7,9,0,N,2,3,4
51.41,1.69,V,47,100,0,0,20,19,5,N,0,1,1
72.83,1.7,V,43,0,5,0,0,1,0,N,0,0,1
53.87,1.73,M,18,80,6,4,2,0,8,N,1,1,0
68.92,1.77,V,47,0,0,1,4,0,0,N,2,3,3
52.74,1.6,M,50,0,4,0,0,0,0,N,0,3,2
71.97,1.69,M,21,0,1,0,0,1,0,N,1,2,2
63.77,1.63,M,37,0,4,3,4,0,0,N,1,1,2
71.27,1.64,M,28,0,0,0,0,7,0,N,0,1,0
51.41,1.69,V,59,200,0,6,0,0,0,N,0,1,1
51.41,1.69,M,41,150,0,3,10,0,0,N,0,1,2
71.35,1.71,M,50,0,0,0,0,0,0,N,2,3,4
106.13,1.9,V,18,0,0,1,14,10,0,N,0,0,0
82.38,1.75,V,37,0,5,0,0,4,0,N,1,0,0
78.1,1.72,V,60,0,0,2,11,10,0,N,1,1,2
58.32,1.8,V,43,0,8,5,0,0,3,N,1,0,0
52.63,1.71,V,50,100,19,0,15,10,0,N,0,0,0
63.65,1.66,M,50,0,0,0,0,1,0,N,2,4,4
73.41,1.7,M,38,0,0,0,14,7,0,N,2,4,4
51.41,1.69,V,24,0,2,4,0,0,7,N,2,3,3
60.28,1.83,V,57,0,10,3,0,0,4,N,0,0,0
50.2,1.67,M,45,20,27,6,0,10,0,N,1,3,4
99.64,1.86,V,23,0,0,5,0,0,0,N,1,2,3
64.72,1.59,M,42,0,0,0,6,2,0,N,3,4,4
63.25,1.62,M,42,0,3,1,0,5,0,N,1,3,2
71.29,1.78,V,51,0,3,0,13,6,0,N,3,4,4
76.87,1.7,V,64,0,0,0,0,6,0,N,1,2,3
47.24,1.62,M,50,0,21,0,6,9,0,N,1,3,4
54.17,1.58,M,46,0,0,4,0,1,4,N,1,3,3
64.31,1.75,V,43,0,0,2,0,8,5,N,0,3,2
78.41,1.74,M,47,0,0,0,20,10,0,N,1,2,3
80.47,1.72,V,36,0,0,1,0,0,0,N,1,3,3
61.67,1.62,M,63,0,8,0,0,4,0,N,0,0,0
57.93,1.76,M,35,0,11,0,16,10,0,N,1,3,4
75.58,1.62,M,26,0,0,1,9,7,0,N,1,1,1
80.54,1.69,M,19,0,0,6,0,0,0,N,0,2,2
50.8,1.68,M,61,0,9,0,11,1,4,N,1,3,4
48.41,1.64,M,61,140,0,4,0,9,0,N,2,2,4
53.25,1.72,M,56,20,0,5,13,13,0,N,1,1,1
61.59,1.64,V,47,0,0,0,4,0,0,N,1,4,4
64.16,1.7,M,44,0,6,2,0,2,0,N,0,1,1
56.39,1.77,V,63,40,0,0,13,7,8,N,0,1,1
48.41,1.64,M,46,50,0,0,6,7,4,N,1,2,1
61.86,1.75,M,42,0,0,0,5,2,4,N,2,3,2
53.5,1.6,M,27,0,8,2,7,1,0,N,1,4,4
69.07,1.78,V,71,0,6,0,5,0,0,N,1,1,1
53.87,1.73,V,25,50,0,0,10,7,0,N,2,3,3
77.13,1.76,V,45,0,0,2,0,0,0,N,1,2,3
65.07,1.65,M,35,0,1,4,6,0,1,N,0,1,1
79.31,1.73,V,36,0,2,0,2,8,0,N,0,3,3
81.11,1.69,V,45,0,0,0,12,7,0,N,1,1,0
48.41,1.64,M,68,130,13,3,7,0,0,N,2,2,3
75.95,1.75,V,44,0,0,1,0,0,0,N,0,1,1
55.76,1.76,V,28,100,8,1,0,0,0,N,2,2,0
55.12,1.75,V,18,130,9,8,3,0,1,N,1,2,3
52.02,1.7,M,31,20,0,0,0,0,0,N,2,3,4
88.41,1.83,V,34,0,0,0,0,4,0,N,2,3,2
46.66,1.61,M,36,10,6,4,14,12,0,N,1,2,4
52.02,1.7,V,49,150,0,1,4,0,0,N,2,3,4
80.41,1.71,V,59,0,0,1,17,15,0,N,2,3,2
46.66,1.61,M,39,110,10,5,5,2,0,N,0,1,2
50.8,1.68,M,35,120,5,0,1,2,0,N,3,4,4
55.12,1.75,V,53,140,0,0,8,7,0,N,1,1,1
49,1.65,M,33,150,2,1,7,0,0,N,0,2,2
54.5,1.74,V,29,30,6,3,0,0,0,N,1,0,0
73.02,1.66,M,36,0,0,3,0,0,0,S,3,3,2
55.12,1.75,V,40,0,0,0,0,0,7,N,2,3,4
77.18,1.82,V,59,0,2,3,5,2,0,N,1,3,3
69.42,1.65,M,21,0,0,1,11,6,0,N,1,3,4
73.03,1.73,M,34,0,4,2,0,6,0,N,2,4,4
72.68,1.77,V,39,0,2,0,11,0,0,N,0,1,1
80.6,1.67,V,63,0,0,5,0,11,0,N,0,1,1
50.8,1.68,V,29,60,0,11,2,7,0,N,0,0,0
73.1,1.71,V,32,0,2,6,0,2,0,N,2,3,0
57.03,1.78,M,20,70,0,0,7,6,0,N,0,3,2
72.17,1.76,V,58,0,3,3,1,0,0,N,0,2,2
47.24,1.62,M,42,90,0,0,8,8,4,N,3,4,4
54.5,1.74,M,18,70,8,0,0,2,0,N,1,2,0
58.29,1.67,M,18,0,11,1,17,1,0,N,0,0,0
64.92,1.75,V,37,0,8,3,0,0,0,N,3,3,4
54.5,1.74,V,39,30,0,8,0,0,0,N,1,3,3
61.67,1.62,M,81,0,0,0,6,5,0,N,2,3,1
68.86,1.6,M,59,0,0,1,13,8,0,N,2,2,1
55.49,1.56,M,22,0,4,2,3,4,0,N,3,4,2
74.68,1.66,V,51,0,0,3,1,0,0,N,0,1,1
73.1,1.71,V,49,0,0,1,2,1,0,N,2,3,2
48.41,1.64,M,20,170,2,0,0,4,0,N,2,3,2
46.66,1.61,M,32,60,1,0,8,0,0,N,0,1,2
61.45,1.66,V,56,0,7,0,13,11,0,N,1,3,4
61.06,1.73,V,42,0,11,0,30,16,2,N,0,1,3
66.15,1.58,M,59,0,0,0,5,0,0,N,0,0,0
50.8,1.68,M,36,40,21,4,0,0,0,N,2,4,4
63.9,1.72,V,63,0,5,3,0,0,0,N,2,3,3
49.6,1.66,M,33,140,7,0,8,3,0,N,1,1,0
89.44,1.81,V,41,0,0,0,8,5,0,N,1,2,2
47.24,1.62,M,41,30,0,0,14,13,0,N,2,2,2
53.14,1.63,M,18,10,1,0,0,5,0,N,1,0,0
75.14,1.72,V,66,0,0,3,0,5,0,N,3,4,3
53.98,1.57,M,30,0,8,3,3,3,0,N,0,0,0
44.94,1.58,M,52,160,8,1,15,9,0,N,2,3,3
69.24,1.77,V,65,0,4,0,2,7,0,N,3,4,4
53.87,1.73,V,28,100,4,0,0,0,0,N,2,4,4
44.37,1.57,M,44,0,14,3,9,0,1,N,1,1,1
57.67,1.79,V,44,50,0,0,3,0,0,N,1,2,2
47.82,1.63,M,38,40,14,0,14,11,0,N,2,3,2
66.73,1.77,V,59,0,5,0,7,10,0,N,2,4,4
83.94,1.76,V,56,0,0,3,10,2,0,N,1,2,3
54.5,1.74,M,68,20,8,7,0,3,0,N,2,4,4
58.59,1.77,V,60,0,16,4,0,3,0,N,1,0,1
68.06,1.65,M,53,0,0,4,0,0,0,N,2,4,3
73.57,1.66,M,52,0,0,0,0,6,0,N,0,1,0
75.03,1.75,V,41,0,0,0,0,0,0,N,2,3,3
70.41,1.72,V,44,0,0,3,0,0,0,N,2,4,4
55.04,1.68,M,18,0,13,0,14,12,0,N,3,4,4
45.51,1.59,M,18,0,26,0,5,14,0,N,2,2,1
57.29,1.68,V,37,0,7,0,0,8,2,N,2,3,3
82.4,1.76,V,18,0,0,3,0,2,0,N,2,3,3
70.24,1.65,V,37,0,0,4,9,3,0,N,2,2,3
78.01,1.77,V,34,0,0,1,0,1,0,N,1,2,3
66.13,1.62,M,25,0,0,2,7,0,0,N,0,2,3
72.23,1.71,M,27,0,6,6,0,0,0,N,0,0,2
49,1.65,M,29,80,10,0,15,2,0,N,1,2,3
52.63,1.71,V,63,30,3,0,0,0,3,N,2,1,0
79.61,1.76,V,40,0,0,2,0,1,0,N,0,2,1
73.36,1.61,M,31,0,1,3,17,12,0,N,1,2,3
53.87,1.73,V,43,0,19,2,27,8,0,N,1,2,2
72.06,1.74,V,18,0,0,0,4,6,0,N,2,4,3
70.49,1.77,V,57,0,9,3,6,9,0,N,2,2,3
52.63,1.71,V,52,130,0,0,8,0,5,N,1,2,3
56.63,1.65,V,21,0,12,0,0,4,0,N,2,3,3
68.47,1.81,V,52,0,6,0,0,3,0,N,2,3,1
47.82,1.63,M,62,40,8,6,0,3,0,S,1,2,2
81.43,1.78,V,45,0,0,5,0,0,0,N,2,3,4
49,1.65,M,33,160,6,0,0,0,0,N,1,2,3
56.07,1.7,M,48,0,3,1,3,0,0,N,2,3,4
63.43,1.65,M,55,0,0,1,2,2,0,N,2,4,4
55.76,1.76,V,23,40,13,0,0,8,13,N,0,2,3
73.71,1.81,V,53,0,5,1,13,3,0,N,1,2,2
68.24,1.73,M,34,0,4,1,15,7,1,N,1,3,3
49,1.65,M,31,60,16,0,8,7,0,N,1,2,1
49.6,1.66,M,27,40,14,4,0,0,0,N,4,4,3
57.03,1.78,V,18,60,0,3,7,4,0,N,2,3,4
50.68,1.58,M,18,0,0,2,0,1,5,N,0,1,1
55.81,1.65,M,25,0,12,3,7,0,0,N,0,1,1
55.12,1.75,V,30,30,0,6,0,0,0,N,1,2,2
76.87,1.7,M,18,0,0,7,0,0,0,N,1,2,0
74.85,1.72,V,39,0,0,1,9,2,0,N,1,2,2
49,1.65,V,45,70,3,3,7,6,2,N,0,2,3
96.45,1.83,V,29,0,0,0,24,19,0,N,1,2,1
80.48,1.78,V,49,0,5,0,11,15,0,N,0,3,3
69.7,1.76,V,68,0,8,0,12,8,0,N,0,1,1
58.32,1.8,V,73,50,0,0,0,12,0,N,0,2,2
85.83,1.81,V,37,0,0,2,21,9,1,N,0,2,3
69.17,1.66,M,46,0,0,0,0,3,0,N,1,1,1
73.69,1.7,M,42,0,0,0,12,4,0,N,1,1,1
70.6,1.62,M,47,0,0,0,0,4,0,N,2,2,2
88.82,1.87,V,22,0,3,4,0,0,1,N,1,3,3
55.12,1.75,V,53,60,0,1,12,0,0,N,2,0,0
51.41,1.69,M,18,120,5,3,17,0,0,N,2,3,3
73.34,1.83,V,72,0,0,0,8,0,0,S,2,4,4
49,1.65,V,47,60,18,2,3,3,0,N,2,4,4
57.39,1.72,M,52,0,10,6,0,0,0,N,1,0,2
54.47,1.63,M,81,0,6,0,0,2,0,N,2,3,3
81.46,1.77,V,46,0,0,5,5,5,0,N,3,4,4
47.82,1.63,M,68,140,0,2,7,7,0,N,2,3,4
52.63,1.71,V,18,30,0,4,15,0,0,N,1,2,4
68.58,1.68,M,51,0,9,5,0,11,0,N,2,2,3
58.97,1.81,V,30,150,0,1,20,10,0,N,1,1,0
70.71,1.72,V,21,0,0,3,0,0,0,N,2,4,4
58.97,1.81,V,57,10,0,3,5,4,0,N,1,4,4
57.63,1.54,M,41,0,0,1,13,5,2,N,0,2,0
65.89,1.63,M,72,0,0,1,5,4,0,N,2,3,4
71.4,1.67,M,35,0,0,0,9,8,0,N,3,4,4
78.11,1.73,V,20,0,3,2,0,0,0,N,2,3,3
61.17,1.61,M,39,0,3,1,7,4,0,N,1,4,4
50.2,1.67,M,29,0,0,5,5,4,8,N,1,2,2
69.3,1.71,M,29,0,0,0,16,0,0,N,3,4,4
62.46,1.6,M,36,0,0,0,4,3,0,N,1,3,2
83.34,1.77,V,44,0,1,7,6,0,0,N,0,2,4
78.99,1.72,V,54,0,0,5,13,5,0,N,3,4,3
75.12,1.69,M,38,0,1,3,0,0,0,N,2,3,3
84.53,1.75,V,28,0,0,3,8,11,0,S,1,1,1
76.56,1.75,V,33,0,0,1,0,1,0,N,2,2,3
45.51,1.59,M,50,20,3,1,8,7,0,N,2,3,2
65.89,1.7,V,58,0,0,1,8,5,0,N,3,4,4
50.2,1.67,M,34,120,12,2,0,0,1,N,3,4,4
85.79,1.72,V,57,0,0,9,0,1,0,N,0,1,2
55.76,1.76,V,39,70,4,3,0,0,0,N,1,1,0
85.68,1.74,V,71,0,0,4,3,9,0,N,3,3,3
78.95,1.81,V,67,0,0,4,6,0,0,N,3,4,3
48.41,1.64,M,30,70,7,4,9,9,0,N,3,4,4
69.07,1.84,V,58,0,7,0,0,0,0,N,1,3,3
63.77,1.63,M,26,0,6,1,0,0,0,N,1,1,1
53.25,1.72,V,45,40,0,4,0,5,0,N,1,2,1
61.76,1.74,V,40,10,0,5,0,3,0,N,2,2,1
72.25,1.68,V,61,0,0,0,25,11,0,N,0,1,0
79.19,1.7,V,28,0,0,0,2,0,0,N,1,1,0
64.01,1.64,M,48,0,6,0,0,0,0,N,0,2,3
67.77,1.67,M,40,0,0,0,0,0,0,N,1,2,3
46.66,1.61,M,18,50,9,2,0,4,0,N,1,1,0
85.99,1.84,V,27,0,1,0,0,0,0,N,1,2,1
58.63,1.64,M,40,0,8,3,3,6,0,N,1,4,4
89.31,1.74,M,43,0,0,4,0,0,0,N,0,0,0
84.97,1.7,V,30,0,0,3,12,3,0,N,1,0,1
70.82,1.66,M,40,0,0,0,1,0,0,N,2,2,3
53.18,1.7,M,39,0,14,2,8,7,0,N,3,4,4
67.8,1.78,V,18,0,14,0,0,4,0,N,1,1,1
57.17,1.65,M,51,0,16,1,0,9,0,N,1,1,3
48.41,1.64,M,23,30,6,1,0,0,2,N,0,1,1
73.69,1.7,V,53,0,1,7,5,5,0,N,2,4,3
48.41,1.64,M,29,0,0,0,6,1,6,N,0,2,2
79.06,1.8,V,53,0,9,2,16,9,0,N,0,1,1
57.41,1.69,M,53,0,11,4,0,2,0,N,2,3,1
76.35,1.83,V,59,0,0,1,9,2,0,N,3,4,4
58.8,1.75,V,46,0,12,4,7,0,0,S,2,4,4
59.92,1.59,M,18,0,2,0,0,0,0,N,2,3,3
82.71,1.76,V,56,0,1,0,2,6,0,N,1,4,3
66.7,1.65,V,32,0,0,0,0,0,0,N,0,2,2
52.02,1.7,V,29,80,2,5,0,0,4,N,2,4,4
81.29,1.71,M,46,0,0,5,9,12,1,N,0,2,1
49,1.65,M,51,70,9,2,21,24,0,N,1,4,3
61.61,1.85,V,54,0,14,0,8,5,0,N,1,2,2
62.1,1.78,V,21,10,0,0,3,0,0,N,0,1,2
52.02,1.7,M,39,0,0,1,0,0,5,N,1,2,2
48.03,1.59,M,29,0,12,0,0,2,NA,N,1,3,4
76.61,1.71,M,28,0,3,4,0,3,0,N,1,2,4
49.05,1.59,M,58,0,10,3,10,4,0,N,1,3,2
77.94,1.78,M,30,0,0,2,0,0,0,N,4,4,4
66.38,1.67,M,38,0,1,1,1,5,0,N,1,2,1
49.15,1.63,M,20,0,5,3,1,3,4,N,1,4,3
67.18,1.62,M,47,0,0,4,0,0,0,N,2,3,4
56.39,1.77,V,18,10,0,3,7,7,8,N,1,4,3
75.97,1.69,M,42,0,0,0,0,14,0,N,2,4,4
50.8,1.68,V,42,130,2,0,1,8,0,N,1,4,4
69.36,1.7,M,40,0,3,7,3,0,0,N,1,3,3
57.33,1.77,M,42,0,0,0,12,0,3,N,2,3,1
81.75,1.74,V,42,0,0,4,0,3,0,N,1,2,1
80.68,1.8,V,25,0,6,2,5,8,0,N,2,2,2
53.87,1.73,M,36,90,17,0,11,4,0,N,0,1,0
87.28,1.75,M,20,0,0,1,0,5,0,N,1,1,0
49.68,1.63,M,56,0,8,0,11,0,0,N,2,2,2
79.69,1.69,M,53,0,1,5,0,9,0,N,2,2,2
87.35,1.76,V,28,0,0,2,0,2,0,N,0,2,1
69.44,1.67,M,34,0,0,0,0,3,0,N,2,2,0
68.25,1.79,V,47,0,11,5,0,5,2,N,0,2,0
65.12,1.8,V,29,0,11,5,4,1,0,N,3,4,4
72.48,1.72,V,22,0,2,0,0,0,0,N,0,3,4
57.67,1.79,V,64,10,0,4,2,5,2,S,1,2,4
58.38,1.7,M,50,0,0,0,2,3,3,N,1,3,3
76.14,1.67,V,39,0,0,2,13,8,0,N,0,1,2
59.4,1.57,M,18,0,7,3,0,6,0,N,2,2,3
79.89,1.77,V,65,0,0,7,12,3,0,N,1,3,2
64.19,1.74,V,38,0,10,0,0,1,0,N,0,0,2
47.82,1.63,M,29,30,0,4,0,4,1,N,0,2,1
53.41,1.69,M,56,0,0,5,14,0,3,S,2,4,4
70.67,1.63,M,19,0,0,2,5,0,0,N,0,2,1
71.65,1.58,M,36,0,0,8,4,5,0,N,0,0,0
51.41,1.69,M,24,60,0,3,17,4,0,N,1,2,3
66.97,1.64,M,41,0,0,6,0,0,0,N,2,1,0
69.12,1.6,M,54,0,0,3,18,19,0,N,2,4,4
47.82,1.63,M,44,10,12,0,0,6,0,N,1,3,3
92.08,1.82,V,41,0,0,4,15,5,0,N,1,2,2
59.62,1.82,V,18,0,24,3,0,7,0,N,1,3,1
74.26,1.72,V,31,0,0,6,0,1,1,N,2,3,4
68.92,1.77,V,56,0,12,5,9,9,0,N,1,2,3
58.32,1.8,V,43,140,5,3,14,9,0,N,1,1,2
56.39,1.77,V,46,40,0,4,0,1,0,N,1,3,3
72.43,1.73,V,32,0,0,0,5,7,1,N,1,4,4
57.03,1.78,V,51,100,1,1,11,9,0,N,2,3,3
61.69,1.61,M,56,0,1,0,0,0,0,N,2,3,2
77.86,1.79,V,55,0,2,1,3,2,0,N,1,3,3
53.87,1.73,V,18,40,0,4,0,0,0,N,2,4,4
81.38,1.79,V,27,0,6,1,8,16,0,N,1,1,1
83.02,1.76,V,18,0,0,0,0,1,NA,N,0,1,0
71.12,1.62,M,42,0,0,6,0,1,0,N,0,1,0
54.5,1.74,M,51,70,0,0,0,0,0,N,1,2,3
56.39,1.77,V,45,40,3,4,0,3,0,N,0,0,0
62.99,1.62,M,77,0,0,0,0,1,0,N,0,0,0
74.23,1.68,M,36,0,0,0,0,6,0,N,0,2,3
52.02,1.7,M,39,150,12,0,11,13,0,N,2,3,3
58.97,1.81,V,26,120,1,1,0,3,0,N,1,0,1
70.6,1.62,M,38,0,0,1,9,9,0,N,2,3,3
48.41,1.64,M,28,230,0,1,0,0,0,N,0,1,2
66.43,1.64,M,28,0,2,1,6,1,0,N,0,1,0
58.97,1.81,V,38,50,0,0,14,3,0,N,1,1,0
68.42,1.74,V,56,0,0,0,8,3,0,N,2,3,2
69.43,1.68,V,27,0,0,0,0,9,2,N,1,3,3
76.32,1.73,V,18,0,2,3,0,5,0,N,2,4,4
78.01,1.77,V,32,0,0,0,13,5,0,N,2,4,4
52.02,1.7,M,30,100,0,0,2,0,0,N,0,0,0
62.46,1.62,M,39,0,6,0,8,11,0,N,2,3,3
66.09,1.87,V,37,0,8,4,0,0,0,N,3,4,4
70.18,1.71,V,18,0,0,2,14,9,2,N,1,2,2
52.48,1.6,M,44,0,8,3,0,0,0,N,1,4,4
66.16,1.65,M,45,0,0,0,15,2,0,N,1,2,2
66.97,1.64,M,39,0,2,0,12,6,0,N,0,3,3
50.2,1.67,M,47,100,13,5,8,0,0,N,0,0,0
58.32,1.8,V,35,30,5,1,14,12,1,N,2,1,1
77.21,1.72,M,24,0,0,3,0,0,0,N,1,3,3
49,1.65,V,18,140,6,5,0,0,2,N,1,2,0
59.41,1.75,V,29,0,8,1,0,0,0,N,2,3,3
71.06,1.65,M,41,0,0,0,2,2,0,N,0,0,0
95.4,1.82,V,19,0,0,0,21,20,0,N,1,4,4
72.62,1.64,V,51,0,0,6,0,7,0,N,2,3,3
58.67,1.7,M,47,0,10,0,2,4,0,N,2,3,3
78.99,1.76,V,74,0,0,6,0,2,0,N,1,2,0
85.55,1.79,V,41,0,0,0,0,4,0,N,2,4,4
50.2,1.67,M,80,0,6,1,2,1,6,N,0,2,2
77.86,1.79,V,38,0,6,4,14,9,0,N,2,0,0
50.8,1.68,M,32,160,0,0,0,5,3,N,1,3,1
55.76,1.76,V,52,160,0,0,7,2,0,S,2,3,3
52.84,1.59,M,33,0,11,1,0,0,0,N,1,1,1
59.65,1.57,M,26,0,0,0,20,3,0,S,2,4,2
59.25,1.63,M,40,0,2,0,0,0,2,N,0,0,0
66.1,1.67,M,65,0,0,2,0,0,2,N,0,0,0
65.59,1.78,V,40,0,7,0,0,0,0,N,1,2,1
71.89,1.72,V,62,0,0,0,0,0,0,N,2,3,2
57.98,1.69,M,18,0,4,4,0,0,4,N,1,2,2
49,1.65,M,42,0,20,5,0,0,6,N,2,3,2
44.94,1.58,M,40,10,0,0,6,4,0,N,3,4,4
81.46,1.75,V,29,0,0,0,0,8,0,N,1,4,4
85.13,1.82,V,21,0,0,0,0,5,0,N,1,3,4
85.97,1.66,V,21,0,0,4,0,14,0,N,0,1,1
81.11,1.78,V,48,0,2,3,0,0,0,N,1,3,2
83.01,1.78,V,41,0,0,2,0,3,0,N,2,1,2
73.03,1.73,M,41,0,6,2,18,6,0,N,1,1,2
49.6,1.66,M,47,0,11,0,4,6,0,N,3,4,3
79.83,1.82,V,35,0,0,0,9,0,0,S,1,1,1
50.2,1.67,V,32,0,11,0,0,9,3,N,1,3,3
61.73,1.66,M,33,0,7,1,0,2,0,N,1,3,3
61.08,1.56,M,18,0,2,0,3,6,0,N,1,0,1
47.24,1.62,M,28,60,0,1,10,5,0,N,1,1,2
57.67,1.79,V,22,90,15,3,0,2,0,N,1,3,3
60.91,1.61,M,37,0,0,2,15,3,0,N,2,2,1
57.03,1.78,V,24,40,0,1,12,0,0,N,0,1,1
74.27,1.71,M,34,0,5,3,5,9,0,N,0,0,0
59.62,1.82,V,37,10,11,0,30,13,0,N,1,1,2
53.87,1.73,V,60,90,0,5,4,3,0,N,2,3,3
55.47,1.61,M,18,0,11,5,0,0,0,N,3,3,2
76.62,1.72,V,21,0,0,0,6,9,0,N,2,4,4
53.25,1.72,V,66,70,0,2,0,13,0,N,2,4,2
62.16,1.79,V,64,0,9,0,24,14,0,N,0,2,2
60.62,1.66,V,29,0,1,0,0,4,3,N,0,2,3
50.2,1.67,M,18,20,7,0,0,0,0,N,0,2,1
74.88,1.77,V,18,0,0,1,22,4,0,N,3,2,2
55.76,1.76,V,36,110,10,3,14,12,0,N,1,3,2
44.37,1.57,M,22,20,15,0,22,5,4,N,0,1,3
58.32,1.8,V,27,50,0,1,0,0,0,N,0,0,0
44.94,1.58,M,36,60,0,6,0,2,2,N,1,2,4
48.41,1.64,M,39,20,7,2,6,0,2,N,2,2,1
82.27,1.67,M,54,0,0,2,8,11,0,N,0,2,2
73.86,1.63,M,66,0,0,0,24,24,0,N,3,3,3
55.12,1.75,V,31,140,0,0,0,0,0,N,0,1,3
53.25,1.72,V,19,90,0,0,0,0,0,N,1,2,1
57.67,1.79,V,42,100,0,4,4,11,0,S,2,3,3
74.83,1.69,M,52,0,0,4,7,4,0,N,2,4,4
62.17,1.63,M,46,0,3,1,0,1,0,N,2,4,4
51.41,1.69,V,38,110,14,2,0,8,0,N,1,2,1
53.87,1.73,V,38,130,0,4,0,7,0,N,2,4,4
57.87,1.66,M,18,0,9,0,24,10,0,N,2,4,4
65.63,1.64,M,34,0,9,0,23,15,0,N,0,0,0
71.4,1.67,V,39,0,0,0,24,11,0,N,1,2,4
47.82,1.63,M,63,160,0,0,9,1,1,N,1,2,2
71.15,1.74,V,43,0,0,0,0,0,0,N,2,4,2
67.14,1.61,M,44,0,0,6,0,0,0,N,2,3,1
63.74,1.6,M,71,0,5,1,10,9,0,N,0,1,3
53.87,1.73,M,52,120,5,1,9,0,2,N,1,2,3
88.81,1.75,V,34,0,2,0,10,16,NA,N,0,0,1
85.83,1.81,V,39,0,3,5,2,8,0,N,2,4,2
66.9,1.58,M,34,0,0,0,0,2,0,N,0,1,2
75.03,1.75,V,33,0,0,0,18,3,0,N,2,3,3
69.24,1.77,V,42,0,9,0,3,8,0,N,2,3,3
51.41,1.69,V,27,190,8,1,22,11,0,N,1,3,3
85.83,1.81,V,42,0,0,4,2,3,0,N,1,4,2
48.41,1.64,M,42,80,0,0,21,14,2,N,2,3,1
52.63,1.71,V,62,100,0,9,0,0,3,N,1,3,2
52.63,1.71,V,19,30,5,0,0,4,0,N,3,4,4
51.41,1.69,M,40,10,18,0,0,3,0,N,2,4,4
58.53,1.65,M,33,10,0,6,9,8,0,N,1,1,0
52.02,1.7,V,25,40,0,5,0,6,0,N,3,4,4
83.33,1.76,M,59,0,0,0,4,9,0,S,3,3,2
62.73,1.78,V,55,0,0,0,4,2,5,N,1,2,2
42.69,1.54,M,56,30,0,2,3,3,2,N,3,4,4
64.26,1.69,M,47,0,4,4,0,0,0,N,1,2,3
47.82,1.63,M,18,30,6,3,10,11,0,N,1,4,4
59.25,1.66,V,57,0,5,0,0,0,0,N,2,3,4
72.25,1.68,M,44,0,0,3,0,0,0,N,1,1,1
47.82,1.63,M,53,210,0,0,11,3,0,N,2,3,4
52.99,1.64,M,61,0,10,0,18,7,0,N,2,1,0
49.6,1.66,M,20,0,21,3,0,6,0,N,2,3,3
66.55,1.57,M,57,0,2,5,8,9,0,N,1,2,3
55.12,1.75,V,59,130,0,0,16,13,0,N,1,1,2
74.26,1.69,M,43,0,1,0,23,13,0,N,2,2,3
81,1.71,M,38,0,0,1,2,10,0,N,1,2,2
73.16,1.64,M,30,0,0,0,0,2,0,N,0,1,1
49,1.65,M,18,20,0,4,5,1,0,S,3,3,2
46.66,1.61,M,33,0,21,1,0,0,0,N,2,3,2
63.7,1.75,V,48,0,6,3,0,5,2,N,2,3,3
52.02,1.7,V,26,20,19,3,1,0,0,S,1,1,1
80.74,1.79,V,32,0,0,0,0,4,2,N,0,1,1
81.32,1.8,V,30,0,3,0,0,0,0,N,1,1,0
56.08,1.65,M,44,0,5,0,20,5,0,N,2,3,3
64.52,1.65,M,18,0,4,1,4,3,0,N,3,3,3
52.63,1.71,V,71,20,8,4,0,0,0,S,1,3,3
64.15,1.8,V,51,0,12,0,16,6,0,N,2,1,1
77.44,1.76,V,81,0,0,2,2,0,0,N,1,2,0
68.88,1.65,V,41,0,0,0,16,8,0,N,1,2,2
61.91,1.67,M,28,0,14,3,13,11,0,N,1,1,0
81.77,1.77,V,50,0,0,0,0,5,1,N,1,1,1
76.54,1.69,V,55,0,2,3,2,2,0,N,0,2,3
59.62,1.65,M,74,0,7,2,0,5,0,N,2,2,2
57.03,1.78,V,40,90,4,1,14,7,0,S,0,3,2
55.12,1.75,V,41,40,0,0,11,0,0,N,2,2,2
51.65,1.55,M,71,0,7,0,25,11,0,N,2,4,2
42.69,1.54,M,40,50,11,0,0,0,0,N,2,3,4
54.43,1.72,V,47,0,6,0,0,0,4,N,1,2,1
62.73,1.61,M,40,0,11,3,0,9,0,N,1,1,1
58.97,1.81,V,21,30,5,2,3,2,0,N,2,3,3
67.58,1.6,M,53,0,0,2,0,7,0,N,1,1,0
53.25,1.72,V,42,0,10,3,3,1,3,N,2,3,3
61.41,1.62,M,29,0,0,2,5,3,0,N,3,4,4
53.87,1.73,V,36,60,16,2,9,0,0,N,1,3,2
74.83,1.59,M,36,0,0,4,1,5,0,N,0,1,1
83.96,1.78,V,44,0,0,3,0,3,0,N,1,0,0
55.76,1.76,V,51,0,13,2,0,0,0,N,3,4,4
54.5,1.74,M,39,30,0,2,7,3,0,N,0,1,1
43.8,1.56,M,31,70,11,4,0,0,0,N,2,3,3
57.67,1.79,V,32,100,0,1,8,8,0,S,3,4,4
57.67,1.79,V,47,20,3,0,0,0,1,N,2,4,4
56.39,1.77,V,43,0,0,0,1,11,7,N,1,3,4
62.34,1.77,V,48,0,12,0,10,7,0,N,2,3,1
65.98,1.69,M,31,0,0,0,0,1,0,S,3,4,2
70.94,1.63,M,18,0,0,5,1,0,0,N,0,2,4
